Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,17.3,2.8,0,17.3,0,0
1,1,1,0,0,17.1,2.4,0,17.1,0,0
1,1,2,0,0,16.7,1.9,0,16.7,0,0
1,1,3,0,0,16.5,1.5,0,16.5,0,0
1,1,4,0,0,16.4,1.4,0,16.4,0,0
1,1,5,0,0,12.4,1.6,0,12.4,0,0
1,1,6,128,26,14,2.2,66.641,13.851,212.621,188.18
1,1,7,575,84,17.6,2.5,346.699,24.875,1119.561,1073.193
1,1,8,795,104,21.8,2.7,626.162,36.359,2000.013,1925.045
1,1,9,900,112,24.6,2.8,847.703,44.726,2631.033,2531.134
1,1,10,966,109,26.5,2.8,1000.641,50.518,3023.482,2906.211
1,1,11,1006,100,27.7,2.8,1082.03,53.816,3214.242,3088.01
1,1,12,1006,97,28.5,2.6,1071.699,55.103,3161.045,3037.346
1,1,13,980,96,28.6,2.5,978.969,53.38,2911.448,2799.282
1,1,14,923,91,28.2,2.5,807.75,48.854,2448.436,2356.132
1,1,15,830,78,26.7,2.1,581.977,42.513,1788.031,1720.607
1,1,16,625,57,23.1,1.4,307.57,32.531,929.357,888.221
1,1,17,8,5,19.7,1.3,6.655,19.178,21.72,0.92
1,1,18,0,0,18.4,1.6,0,18.4,0,0
1,1,19,0,0,17.7,2,0,17.7,0,0
1,1,20,0,0,17,2.4,0,17,0,0
1,1,21,0,0,16.4,2.8,0,16.4,0,0
1,1,22,0,0,15.7,2.9,0,15.7,0,0
1,1,23,0,0,15,2.7,0,15,0,0
1,2,0,0,0,14.2,2.4,0,14.2,0,0
1,2,1,0,0,13.5,1.9,0,13.5,0,0
1,2,2,0,0,12.9,1.5,0,12.9,0,0
1,2,3,0,0,12.6,1.2,0,12.6,0,0
1,2,4,0,0,12.5,1.1,0,12.5,0,0
1,2,5,0,0,12.7,1.2,0,12.7,0,0
1,2,6,202,25,14.3,1.6,83.744,14.651,257.069,231.731
1,2,7,659,68,18,1.7,364.407,26.661,1159.525,1112.015
1,2,8,837,87,22.3,1.6,630.971,39.335,1983.664,1909.292
1,2,9,921,98,25.1,1.5,843.27,48.812,2561.447,2464.479
1,2,10,952,110,26.8,1.6,988.718,54.378,2925.862,2813.046
1,2,11,881,149,28,1.8,1022.615,55.961,3002.379,2886.079
1,2,12,757,197,28.7,2.1,954.968,54.027,2833.495,2724.812
1,2,13,866,140,28.8,2.3,933.079,52.815,2783.843,2677.35
1,2,14,802,131,28.4,2.5,767.885,48.013,2339.475,2251.555
1,2,15,717,102,27,2.4,545.034,41.178,1689.82,1625.75
1,2,16,556,65,23.4,1.8,291.221,31.539,889.862,849.77
1,2,17,53,8,19.9,1.6,22.325,19.729,66.879,45.248
1,2,18,0,0,18.5,2,0,18.5,0,0
1,2,19,0,0,17.5,2.2,0,17.5,0,0
1,2,20,0,0,16.5,2.2,0,16.5,0,0
1,2,21,0,0,15.6,2.1,0,15.6,0,0
1,2,22,0,0,14.8,2,0,14.8,0,0
1,2,23,0,0,14.1,1.8,0,14.1,0,0
1,3,0,0,0,13.4,1.6,0,13.4,0,0
1,3,1,0,0,12.8,1.4,0,12.8,0,0
1,3,2,0,0,12.4,1.2,0,12.4,0,0
1,3,3,0,0,12.1,1.2,0,12.1,0,0
1,3,4,0,0,12,1.2,0,12,0,0
1,3,5,0,0,12.2,1.2,0,12.2,0,0
1,3,6,202,25,15,1.7,83.475,15.419,255.156,229.857
1,3,7,635,71,19.5,2.6,356.398,26.984,1133.024,1086.273
1,3,8,796,99,23.1,3.4,617.166,36.458,1969.195,1895.349
1,3,9,869,121,25.6,3.8,831.431,43.513,2596.765,2498.314
1,3,10,917,129,27.2,3.8,983.85,48.659,3002.332,2886.033
1,3,11,952,122,28.3,3.8,1054.395,51.464,3172.228,3047.999
1,3,12,950,123,28.9,3.7,1047.831,52.242,3139.136,3016.473
1,3,13,933,115,29,3.6,960.158,50.711,2897.108,2785.587
1,3,14,894,102,28.5,3.5,804.951,46.97,2465.14,2372.154
1,3,15,795,87,27.1,3,573.945,41.021,1778.994,1711.882
1,3,16,591,63,23.5,2,303.344,31.764,924.668,883.656
1,3,17,63,9,19.9,1.5,25.808,19.902,76.876,55.059
1,3,18,0,0,18.5,1.7,0,18.5,0,0
1,3,19,0,0,17.6,1.9,0,17.6,0,0
1,3,20,0,0,16.7,1.9,0,16.7,0,0
1,3,21,0,0,15.8,1.8,0,15.8,0,0
1,3,22,0,0,15,1.7,0,15,0,0
1,3,23,0,0,14.2,1.5,0,14.2,0,0
1,4,0,0,0,13.6,1.3,0,13.6,0,0
1,4,1,0,0,13.1,1.2,0,13.1,0,0
1,4,2,0,0,12.7,1.1,0,12.7,0,0
1,4,3,0,0,12.5,1,0,12.5,0,0
1,4,4,0,0,12.5,1,0,12.5,0,0
1,4,5,0,0,13.2,0.9,0,13.2,0,0
1,4,6,150,24,15.3,1,68.511,15.271,212.999,188.55
1,4,7,570,81,19.2,1.5,338.485,27.35,1077.975,1032.779
1,4,8,752,111,23.3,1.9,603.834,38.783,1905.407,1833.858
1,4,9,842,128,26,2,816.89,47.286,2501.876,2407.381
1,4,10,873,146,27.5,1.9,962.116,53.175,2865.953,2755.827
1,4,11,859,170,28.6,2,1024.129,55.747,3010.391,2893.722
1,4,12,855,168,29.3,2.1,1013.324,55.973,2974.791,2859.753
1,4,13,814,168,29.4,2.3,922.952,53.303,2746.667,2641.799
1,4,14,725,165,28.9,2.5,748.023,48.015,2280.249,2194.666
1,4,15,610,137,27.6,2.3,521.025,41.325,1619.085,1557.375
1,4,16,392,89,24.1,1.7,254.881,31.322,793.949,756.333
1,4,17,19,7,20.9,1.5,12.204,20.321,38.669,17.559
1,4,18,0,0,19.6,2,0,19.6,0,0
1,4,19,0,0,18.8,2.4,0,18.8,0,0
1,4,20,0,0,17.8,2.7,0,17.8,0,0
1,4,21,0,0,16.9,2.7,0,16.9,0,0
1,4,22,0,0,15.9,2.5,0,15.9,0,0
1,4,23,0,0,15,2.1,0,15,0,0
1,5,0,0,0,14.2,1.6,0,14.2,0,0
1,5,1,0,0,13.5,1.3,0,13.5,0,0
1,5,2,0,0,13,1.1,0,13,0,0
1,5,3,0,0,13,0.9,0,13,0,0
1,5,4,0,0,13.1,0.8,0,13.1,0,0
1,5,5,0,0,13.4,0.8,0,13.4,0,0
1,5,6,73,22,14.8,1.2,43.907,13.913,142.473,119.408
1,5,7,443,102,18.3,1.6,305.106,25.276,990.014,947.246
1,5,8,667,140,22.7,2.2,580.568,36.896,1851.815,1782.165
1,5,9,780,159,25.7,2.6,803.907,45.118,2490.73,2396.694
1,5,10,854,162,27.4,2.6,961.587,50.92,2899.425,2787.8
1,5,11,906,152,28.7,2.5,1050.456,54.831,3103.316,2982.336
1,5,12,905,151,29.4,2.4,1043.739,55.861,3065.958,2946.721
1,5,13,880,144,29.5,2.4,952.712,53.866,2826.47,2718.099
1,5,14,826,129,29.1,2.4,784.628,49.375,2373.739,2284.452
1,5,15,717,111,27.6,2,558.3,42.972,1717.205,1652.209
1,5,16,499,75,23.9,1.5,282.567,32.342,867.082,827.586
1,5,17,60,11,20.3,1.5,28.076,20.293,85.379,63.402
1,5,18,0,0,18.9,1.9,0,18.9,0,0
1,5,19,0,0,18,2.3,0,18,0,0
1,5,20,0,0,17.1,2.6,0,17.1,0,0
1,5,21,0,0,16.1,2.6,0,16.1,0,0
1,5,22,0,0,15.2,2.4,0,15.2,0,0
1,5,23,0,0,14.3,2.1,0,14.3,0,0
1,6,0,0,0,13.5,1.7,0,13.5,0,0
1,6,1,0,0,12.9,1.4,0,12.9,0,0
1,6,2,0,0,12.7,1.1,0,12.7,0,0
1,6,3,0,0,12.9,0.9,0,12.9,0,0
1,6,4,0,0,13,0.8,0,13,0,0
1,6,5,0,0,13.1,0.8,0,13.1,0,0
1,6,6,75,21,14.4,0.9,42.925,13.469,138.724,115.732
1,6,7,487,98,17.7,1,318.373,25.913,1026.427,982.663
1,6,8,722,124,22.3,1.2,597.234,39.431,1879.013,1808.402
1,6,9,834,138,25.7,1.5,819.842,48.672,2492.646,2398.532
1,6,10,887,147,27.5,1.5,975.405,55.054,2875.934,2765.362
1,6,11,905,154,28.7,1.6,1051.877,58.118,3051.683,2933.109
1,6,12,908,150,29.5,1.6,1046.202,58.953,3020.979,2903.823
1,6,13,885,144,29.7,1.7,958.166,56.563,2801.042,2693.793
1,6,14,829,132,29.3,1.8,791.277,51.471,2367.468,2278.432
1,6,15,723,112,27.9,1.6,564.092,44.463,1722.163,1656.999
1,6,16,506,77,24.4,1.2,288.105,33.629,879.321,839.505
1,6,17,62,12,20.8,1.3,29.913,20.937,91.123,69.038
1,6,18,0,0,19,1.6,0,19,0,0
1,6,19,0,0,18,1.9,0,18,0,0
1,6,20,0,0,17,2.1,0,17,0,0
1,6,21,0,0,16,2.2,0,16,0,0
1,6,22,0,0,15.1,2.2,0,15.1,0,0
1,6,23,0,0,14.3,2.2,0,14.3,0,0
1,7,0,0,0,13.5,2.2,0,13.5,0,0
1,7,1,0,0,12.9,1.9,0,12.9,0,0
1,7,2,0,0,13.1,1.9,0,13.1,0,0
1,7,3,0,0,13.7,1.9,0,13.7,0,0
1,7,4,0,0,13.9,1.7,0,13.9,0,0
1,7,5,0,0,14.3,1.6,0,14.3,0,0
1,7,6,50,19,15.7,2.3,34.692,14.837,113.784,91.27
1,7,7,406,110,18.4,2.6,296.744,24.262,970.117,927.888
1,7,8,653,144,21.8,2.1,574.26,36.013,1839.664,1770.441
1,7,9,775,162,24.7,1.3,801.973,47.936,2448.31,2356.01
1,7,10,832,173,26.7,0.6,957.643,58.637,2768.318,2662.505
1,7,11,847,184,28.1,0.3,1027.802,64.614,2874.047,2763.56
1,7,12,852,178,29,0.3,1022.763,65.592,2843.697,2734.562
1,7,13,821,173,29.3,0.4,937.366,62.783,2646.399,2545.847
1,7,14,750,163,29,0.5,768.23,56.711,2234.895,2151.079
1,7,15,641,135,28,0.5,540.476,48.334,1620.065,1558.323
1,7,16,429,88,25.7,0.5,269.85,36.394,818.963,780.71
1,7,17,47,11,23.1,0.8,22.863,23.177,69.018,47.347
1,7,18,0,0,20.8,1.1,0,20.8,0,0
1,7,19,0,0,18.9,1.3,0,18.9,0,0
1,7,20,0,0,17.6,1.6,0,17.6,0,0
1,7,21,0,0,16.6,1.8,0,16.6,0,0
1,7,22,0,0,15.7,2.2,0,15.7,0,0
1,7,23,0,0,15,2.5,0,15,0,0
1,8,0,0,0,14.2,2.4,0,14.2,0,0
1,8,1,0,0,13.4,2,0,13.4,0,0
1,8,2,0,0,13.2,1.9,0,13.2,0,0
1,8,3,0,0,13.3,2.1,0,13.3,0,0
1,8,4,0,0,13.3,2,0,13.3,0,0
1,8,5,0,0,13.4,2,0,13.4,0,0
1,8,6,41,18,14.6,2.1,31.335,13.567,104.278,81.944
1,8,7,356,119,17.6,2.2,280.836,23.318,925.634,884.597
1,8,8,594,164,21.4,1.9,555.464,35.483,1785.784,1718.438
1,8,9,727,184,24.7,1.6,786.748,46.37,2422.059,2330.826
1,8,10,798,192,27,1.4,947.19,54.196,2806.059,2698.589
1,8,11,825,197,28.5,1.4,1026.571,58.121,2978.271,2863.074
1,8,12,834,188,29.5,1.4,1016.453,59.051,2933.558,2820.394
1,8,13,804,182,29.8,1.3,932.823,57.664,2710.719,2607.408
1,8,14,727,173,29.5,1.2,762.101,53.134,2261.288,2176.446
1,8,15,608,145,28.3,1.1,529.631,45.456,1613.033,1551.523
1,8,16,392,95,25.5,0.9,263.705,34.588,811.552,773.488
1,8,17,40,11,22.3,1,21.451,22.187,65.952,44.338
1,8,18,0,0,20.4,1.3,0,20.4,0,0
1,8,19,0,0,19.2,1.7,0,19.2,0,0
1,8,20,0,0,18.2,2.4,0,18.2,0,0
1,8,21,0,0,17.2,3,0,17.2,0,0
1,8,22,0,0,16.1,3.3,0,16.1,0,0
1,8,23,0,0,15.2,3.1,0,15.2,0,0
1,9,0,0,0,14.4,2.8,0,14.4,0,0
1,9,1,0,0,14,2.6,0,14,0,0
1,9,2,0,0,14,2.5,0,14,0,0
1,9,3,0,0,13.9,2.4,0,13.9,0,0
1,9,4,0,0,13.9,2.2,0,13.9,0,0
1,9,5,0,0,13.8,2,0,13.8,0,0
1,9,6,56,19,14.9,2.2,35.798,14.007,116.827,94.255
1,9,7,406,108,17.8,2.4,293.235,23.71,959.924,917.97
1,9,8,623,153,21.7,2.3,560.893,35.207,1804.374,1736.383
1,9,9,740,175,24.9,1.8,787.075,45.947,2428.177,2336.696
1,9,10,819,180,27.1,1.4,953.145,54.443,2819.842,2711.764
1,9,11,872,170,28.5,1.2,1037.876,59.419,2989.307,2873.605
1,9,12,875,166,29.4,1.1,1033.62,60.966,2951.128,2837.167
1,9,13,854,156,29.6,1,946.177,59.43,2722.489,2618.669
1,9,14,805,140,29.3,0.8,788.031,55.719,2304.813,2218.265
1,9,15,698,119,28.3,0.5,559.994,49.3,1668.867,1605.5
1,9,16,487,83,26,0.4,288.174,37.857,865.005,825.563
1,9,17,66,13,23.6,0.6,32.281,24.282,97.031,74.834
1,9,18,0,0,21.6,1,0,21.6,0,0
1,9,19,0,0,19.6,1.2,0,19.6,0,0
1,9,20,0,0,18,1.3,0,18,0,0
1,9,21,0,0,16.7,1.5,0,16.7,0,0
1,9,22,0,0,15.6,1.6,0,15.6,0,0
1,9,23,0,0,14.6,1.6,0,14.6,0,0
1,10,0,0,0,13.7,1.6,0,13.7,0,0
1,10,1,0,0,13,1.4,0,13,0,0
1,10,2,0,0,12.4,1.2,0,12.4,0,0
1,10,3,0,0,11.9,1.1,0,11.9,0,0
1,10,4,0,0,11.7,1,0,11.7,0,0
1,10,5,0,0,11.8,1.1,0,11.8,0,0
1,10,6,77,19,13.9,1.6,40.254,13.056,128.745,105.945
1,10,7,459,98,18.2,2.1,303.645,24.631,984.3,941.688
1,10,8,660,139,22.6,2,571.111,36.938,1820.099,1751.561
1,10,9,762,164,25.4,1.6,792.258,47.236,2427.456,2336.005
1,10,10,834,170,27.3,1.2,951,55.521,2796.903,2689.836
1,10,11,892,156,28.5,1,1042.655,60.639,2982.521,2867.131
1,10,12,667,243,29.2,1,921.281,58.435,2668.162,2566.68
1,10,13,853,156,29.4,1.1,946.268,58.314,2739.844,2635.272
1,10,14,758,160,29,1.1,774.385,53.492,2293.275,2207.18
1,10,15,650,134,28,1,547.89,46.119,1662.375,1599.226
1,10,16,440,89,26,0.7,277.062,36.205,842.67,803.807
1,10,17,54,13,24.2,0.5,26.845,24.725,80.718,58.828
1,10,18,0,0,22.8,0.8,0,22.8,0,0
1,10,19,0,0,20.6,1.2,0,20.6,0,0
1,10,20,0,0,18.7,1.4,0,18.7,0,0
1,10,21,0,0,17.5,1.5,0,17.5,0,0
1,10,22,0,0,16.5,1.6,0,16.5,0,0
1,10,23,0,0,15.7,1.7,0,15.7,0,0
1,11,0,0,0,14.9,1.6,0,14.9,0,0
1,11,1,0,0,14.1,1.4,0,14.1,0,0
1,11,2,0,0,13.5,1.2,0,13.5,0,0
1,11,3,0,0,13.1,1,0,13.1,0,0
1,11,4,0,0,12.9,1,0,12.9,0,0
1,11,5,0,0,12.9,1,0,12.9,0,0
1,11,6,68,19,14.9,1.5,38.169,13.975,122.685,100.001
1,11,7,430,101,19,2.1,294.252,25.182,953.067,911.297
1,11,8,625,149,23.1,2,558.924,37.092,1780.758,1713.585
1,11,9,723,179,25.8,1.7,776.915,46.864,2385.388,2295.634
1,11,10,748,213,27.5,1.3,923.734,54.48,2732.422,2628.172
1,11,11,719,252,28.6,1,982.96,59.077,2836.655,2727.833
1,11,12,602,289,29.3,0.7,904.974,59.67,2602.942,2504.231
1,11,13,680,244,29.4,0.4,888.888,61.023,2535.345,2439.465
1,11,14,587,233,29.1,0.3,716.78,56.441,2090.573,2012.255
1,11,15,470,188,28.1,0.3,494.802,47.959,1493.099,1435.477
1,11,16,272,114,26.1,0.4,234.882,35.771,729.773,693.766
1,11,17,22,10,23.8,0.7,14.919,23.456,46.869,25.608
1,11,18,0,0,21.9,1,0,21.9,0,0
1,11,19,0,0,20.3,1.3,0,20.3,0,0
1,11,20,0,0,19.1,1.5,0,19.1,0,0
1,11,21,0,0,18.2,1.8,0,18.2,0,0
1,11,22,0,0,17.4,2.1,0,17.4,0,0
1,11,23,0,0,16.5,2.3,0,16.5,0,0
1,12,0,0,0,15.7,2.3,0,15.7,0,0
1,12,1,0,0,15,2,0,15,0,0
1,12,2,0,0,14.4,1.6,0,14.4,0,0
1,12,3,0,0,14.1,1.5,0,14.1,0,0
1,12,4,0,0,14.2,1.5,0,14.2,0,0
1,12,5,0,0,14.9,1.8,0,14.9,0,0
1,12,6,22,14,16.4,2.5,19.573,15.139,65.457,43.853
1,12,7,246,132,19.1,3,248.409,23.527,826.417,787.972
1,12,8,441,212,22.1,2.8,503.156,33.355,1638.951,1576.583
1,12,9,553,261,24.6,2.2,726.014,42.903,2277.105,2191.646
1,12,10,644,273,26.5,1.8,889.678,50.537,2688.557,2586.201
1,12,11,732,248,27.9,1.4,991.651,56.5,2903.019,2791.233
1,12,12,411,362,28.8,1.1,789.112,53.856,2343.883,2255.788
1,12,13,719,225,29.1,1,905.344,57.016,2640.775,2540.462
1,12,14,634,213,28.8,0.8,732.804,53.558,2170.902,2089.547
1,12,15,496,186,27.9,0.6,509.063,46.571,1546.943,1487.592
1,12,16,269,121,26.1,0.5,241.907,35.683,753.614,717.013
1,12,17,19,11,24.2,0.6,15.399,23.978,49.062,27.761
1,12,18,0,0,22.8,0.8,0,22.8,0,0
1,12,19,0,0,21.7,1,0,21.7,0,0
1,12,20,0,0,20.8,1.3,0,20.8,0,0
1,12,21,0,0,19.9,1.6,0,19.9,0,0
1,12,22,0,0,18.9,2.2,0,18.9,0,0
1,12,23,0,0,17.9,2.6,0,17.9,0,0
1,13,0,0,0,16.9,2.6,0,16.9,0,0
1,13,1,0,0,16.4,2.6,0,16.4,0,0
1,13,2,0,0,16.3,2.5,0,16.3,0,0
1,13,3,0,0,16.3,2.4,0,16.3,0,0
1,13,4,0,0,16.3,2.4,0,16.3,0,0
1,13,5,0,0,16.1,2.1,0,16.1,0,0
1,13,6,14,12,17.3,2.7,15.575,15.995,52.667,31.3
1,13,7,208,139,19.7,3.1,236.435,23.797,788.984,751.493
1,13,8,416,222,22.5,3,498.18,33.371,1623.564,1561.705
1,13,9,550,264,24.9,2.6,726.39,42.327,2285.041,2199.27
1,13,10,585,308,26.8,2.2,872.985,49.177,2657.423,2556.401
1,13,11,541,369,28.1,1.9,931.712,53.169,2777.777,2671.55
1,13,12,503,370,28.9,1.6,895.127,54.306,2652.262,2551.46
1,13,13,345,344,29.1,1.4,683.533,49.745,2074.733,1997.005
1,13,14,380,279,28.6,1.3,598.118,46.622,1840.841,1771.576
1,13,15,326,243,27.7,1.3,462.629,41.73,1448.079,1391.883
1,13,16,161,134,25.8,1,210.375,32.698,675.082,640.415
1,13,17,8,9,23.9,0.9,10.267,23.205,33.846,12.824
1,13,18,0,0,23.1,1.4,0,23.1,0,0
1,13,19,0,0,22.5,2.2,0,22.5,0,0
1,13,20,0,0,21.7,3.1,0,21.7,0,0
1,13,21,0,0,20.6,3.8,0,20.6,0,0
1,13,22,0,0,19.3,4,0,19.3,0,0
1,13,23,0,0,18.1,3.9,0,18.1,0,0
1,14,0,0,0,17.3,3.7,0,17.3,0,0
1,14,1,0,0,16.9,3.4,0,16.9,0,0
1,14,2,0,0,16.8,3.1,0,16.8,0,0
1,14,3,0,0,16.7,2.9,0,16.7,0,0
1,14,4,0,0,16.7,2.8,0,16.7,0,0
1,14,5,0,0,16.7,2.7,0,16.7,0,0
1,14,6,7,10,17.4,3.1,11.053,16.037,38.02,16.922
1,14,7,105,110,19,3.6,160.683,21.173,547.697,516.045
1,14,8,315,250,21.4,3.7,466.224,30.704,1543.005,1483.782
1,14,9,444,315,23.8,3.6,689.939,38.715,2211.647,2128.73
1,14,10,572,317,25.7,3.3,870.484,45.44,2702.363,2599.413
1,14,11,642,289,27.2,3,945.729,49.55,2874.785,2764.265
1,14,12,571,306,28.2,2.8,894.369,50.014,2711.978,2608.613
1,14,13,718,230,28.6,2.6,911.197,51.15,2744.231,2639.468
1,14,14,621,226,28.3,2.4,738.112,47.406,2260.17,2175.372
1,14,15,515,183,27.4,2.2,518.78,41.238,1620.388,1558.635
1,14,16,312,117,25.2,1.5,254.78,32.719,801.875,764.057
1,14,17,28,14,22.7,1.1,20.624,22.497,65.61,44.002
1,14,18,0,0,21.3,1.5,0,21.3,0,0
1,14,19,0,0,20.4,2.2,0,20.4,0,0
1,14,20,0,0,19.6,3.1,0,19.6,0,0
1,14,21,0,0,18.6,3.6,0,18.6,0,0
1,14,22,0,0,17.6,3.7,0,17.6,0,0
1,14,23,0,0,16.7,3.6,0,16.7,0,0
1,15,0,0,0,16,3.5,0,16,0,0
1,15,1,0,0,15.4,3,0,15.4,0,0
1,15,2,0,0,14.7,2.3,0,14.7,0,0
1,15,3,0,0,14.1,1.6,0,14.1,0,0
1,15,4,0,0,13.8,1.4,0,13.8,0,0
1,15,5,0,0,14,1.7,0,14,0,0
1,15,6,41,17,15.7,2.5,29.442,14.697,96.851,74.658
1,15,7,357,116,19.1,3.4,273.876,23.97,897.029,856.749
1,15,8,576,170,22.7,3.8,546.057,33.887,1768.709,1701.952
1,15,9,707,191,25.3,3.6,775.118,42.188,2438.217,2346.328
1,15,10,806,189,27.2,3.5,950.599,48.413,2904.865,2792.995
1,15,11,874,169,28.6,3.4,1040.897,52.231,3118.896,2997.185
1,15,12,889,163,29.5,3.4,1048.294,53.437,3120.626,2998.834
1,15,13,868,154,29.8,3.3,962.616,52.15,2883.24,2772.341
1,15,14,805,147,29.3,3.1,802.182,48.436,2441.25,2349.238
1,15,15,699,125,28.1,2.8,573.05,42.303,1773.83,1706.896
1,15,16,492,88,25,1.9,299.427,33.303,923.211,882.239
1,15,17,80,17,21.7,1.5,40.868,22.175,124.853,102.128
1,15,18,0,0,20.4,1.9,0,20.4,0,0
1,15,19,0,0,19.6,2.5,0,19.6,0,0
1,15,20,0,0,18.8,3.1,0,18.8,0,0
1,15,21,0,0,17.8,3.4,0,17.8,0,0
1,15,22,0,0,16.8,3.2,0,16.8,0,0
1,15,23,0,0,15.9,2.8,0,15.9,0,0
1,16,0,0,0,15.3,2.3,0,15.3,0,0
1,16,1,0,0,15,2.1,0,15,0,0
1,16,2,0,0,15,1.9,0,15,0,0
1,16,3,0,0,14.9,1.5,0,14.9,0,0
1,16,4,0,0,14.8,1.2,0,14.8,0,0
1,16,5,0,0,14.8,1.1,0,14.8,0,0
1,16,6,59,18,16.2,1.6,34.384,15.273,110.302,87.854
1,16,7,428,104,19,2,293.281,25.228,948.478,906.831
1,16,8,646,146,22.5,2.5,565.465,35.782,1811.885,1743.634
1,16,9,765,169,25.3,2.8,797.342,44.119,2482.777,2389.068
1,16,10,836,174,27.2,2.9,956.757,49.861,2901.249,2789.542
1,16,11,875,173,28.6,2.9,1046.471,53.537,3113.542,2992.082
1,16,12,880,169,29.5,2.9,1046.672,54.603,3096.119,2975.476
1,16,13,866,157,29.7,2.9,964.957,53.011,2876.924,2766.308
1,16,14,832,137,29.3,2.9,810.4,49.031,2458.386,2365.676
1,16,15,731,118,28.2,2.8,586.083,42.721,1809.775,1741.597
1,16,16,531,85,25,2,313.761,33.574,964.393,922.319
1,16,17,99,18,21.6,1.6,46.186,22.253,139.175,116.175
1,16,18,0,0,20.2,2.1,0,20.2,0,0
1,16,19,0,0,19.4,2.6,0,19.4,0,0
1,16,20,0,0,18.5,2.8,0,18.5,0,0
1,16,21,0,0,17.5,2.8,0,17.5,0,0
1,16,22,0,0,16.4,2.6,0,16.4,0,0
1,16,23,0,0,15.4,2.2,0,15.4,0,0
1,17,0,0,0,14.4,1.9,0,14.4,0,0
1,17,1,0,0,13.6,1.5,0,13.6,0,0
1,17,2,0,0,12.9,1.3,0,12.9,0,0
1,17,3,0,0,12.3,1.1,0,12.3,0,0
1,17,4,0,0,12.1,1.1,0,12.1,0,0
1,17,5,0,0,12.9,1.2,0,12.9,0,0
1,17,6,82,19,14.5,1.5,44.118,13.829,141.003,117.967
1,17,7,517,92,18.2,2.2,315.535,24.87,1014.146,970.719
1,17,8,747,120,22.6,3.2,599.688,35.736,1918.66,1846.636
1,17,9,867,132,25.4,3.7,834.257,43.497,2605.05,2506.251
1,17,10,932,135,27.3,3.7,1002.613,49.335,3048.642,2930.208
1,17,11,968,131,28.8,3.6,1084.607,53.011,3236.204,3108.918
1,17,12,969,130,29.6,3.5,1084.38,54.153,3215.528,3089.234
1,17,13,949,122,29.9,3.4,997.154,52.837,2975.608,2860.533
1,17,14,910,110,29.5,3.2,843.705,49.411,2553.798,2457.149
1,17,15,822,95,28.2,2.9,615.954,43.311,1893.892,1822.753
1,17,16,631,71,24.6,2,340.183,33.952,1036.725,992.677
1,17,17,152,18,20.9,1.7,59.436,21.982,173.954,150.277
1,17,18,0,0,19.5,2.2,0,19.5,0,0
1,17,19,0,0,18.6,2.9,0,18.6,0,0
1,17,20,0,0,17.6,3.3,0,17.6,0,0
1,17,21,0,0,16.4,3.2,0,16.4,0,0
1,17,22,0,0,15.4,3,0,15.4,0,0
1,17,23,0,0,14.5,2.7,0,14.5,0,0
1,18,0,0,0,13.6,2.4,0,13.6,0,0
1,18,1,0,0,12.7,2,0,12.7,0,0
1,18,2,0,0,12.3,2,0,12.3,0,0
1,18,3,0,0,12.3,2.2,0,12.3,0,0
1,18,4,0,0,12.2,2.4,0,12.2,0,0
1,18,5,0,0,11.9,2.3,0,11.9,0,0
1,18,6,123,20,13.4,2.5,53.747,13.103,167.05,143.509
1,18,7,604,79,17.6,3.3,337.617,24.041,1082.012,1036.703
1,18,8,804,104,22.2,4.1,616.594,34.72,1980.647,1906.385
1,18,9,896,120,25.2,4.3,843.889,42.655,2646.236,2545.691
1,18,10,943,127,27.2,4.1,997.562,48.436,3047.723,2929.332
1,18,11,965,131,28.6,3.9,1082.219,52.152,3244.11,3116.445
1,18,12,960,130,29.4,3.9,1076.511,52.966,3212.846,3086.681
1,18,13,934,126,29.6,3.8,988.906,51.56,2971.461,2856.575
1,18,14,886,117,29,3.9,833.648,47.452,2549.95,2453.462
1,18,15,790,101,27.7,3.9,605.65,41.139,1884.236,1813.44
1,18,16,596,76,24.6,3.1,332.093,32.416,1022.704,979.043
1,18,17,130,19,21.7,2.9,54.026,22.323,159.651,136.254
1,18,18,0,0,20.3,4,0,20.3,0,0
1,18,19,0,0,19.1,4.5,0,19.1,0,0
1,18,20,0,0,17.9,4.4,0,17.9,0,0
1,18,21,0,0,16.6,4,0,16.6,0,0
1,18,22,0,0,15.4,3.8,0,15.4,0,0
1,18,23,0,0,14.3,3.5,0,14.3,0,0
1,19,0,0,0,13.5,3.2,0,13.5,0,0
1,19,1,0,0,13.2,3.2,0,13.2,0,0
1,19,2,0,0,13,2.9,0,13,0,0
1,19,3,0,0,12.7,2.4,0,12.7,0,0
1,19,4,0,0,12.7,2.2,0,12.7,0,0
1,19,5,0,0,12.8,1.8,0,12.8,0,0
1,19,6,46,19,14.5,2.8,32.604,13.687,107.557,85.161
1,19,7,422,112,17.3,3.9,297.419,22.473,975.287,932.918
1,19,8,680,143,20.2,4.4,581.414,31.558,1900.703,1829.321
1,19,9,464,243,23,4.5,635.108,35.852,2064.227,1986.891
1,19,10,825,170,25.3,4.3,942.877,44.783,2936.453,2823.158
1,19,11,943,133,27.2,4.2,1063.536,49.765,3229.122,3102.177
